customer_id,snapshot_date,county,sector,employment_type,gender,age,kyc_level,relationship_length_months,salary_inflow_flag,product_type,loan_balance_kes,credit_limit_kes,utilization_ratio,interest_rate,loan_term_months,collateral_value_kes,loan_to_value,bureau_score,num_active_loans,num_closed_loans,days_past_due,missed_payments_6m,avg_daily_balance_30d_kes,inflow_30d_kes,outflow_30d_kes,digital_txn_count_30d,atm_withdrawals_30d,branch_visits_30d,collection_contacted_after_snapshot,chargeoff_indicator,days_to_next_payment,default_next_90d
C02937,2025-06-30,Mombasa,Salaried,Permanent,F,55,Tier1,288,1,Overdraft,1407.43,177978.71,0.0772,0.2801,0,210108.19,0.05,600.5,2,1,2,3,30409.47,102537.22,117629.75,28,4,1,0,0,24,0
C02938,2025-06-30,Kisumu,Salaried,Contract,F,53,Tier2,300,1,Overdraft,0.0,178544.52,0.0114,0.2119,0,,,634.7,2,2,8,2,16280.07,118601.87,127026.76,24,5,1,1,0,170,1
C02942,2025-06-30,Meru,Agribusiness,Self_Employed,F,63,Tier2,214,0,SME_Loan,351704.34,,,0.256,12,,,644.0,1,1,26,6,283.62,2757.21,1323.45,14,1,4,0,1,25,0
C02945,2025-06-30,Kakamega,Salaried,Permanent,F,57,Tier2,155,1,Personal_Loan,0.0,,,0.2474,18,465751.06,0.05,526.2,2,0,0,1,44363.95,192146.5,144984.08,25,7,0,1,0,179,1
C02946,2025-06-30,Nakuru,Transport,Micro_Enterprise,M,25,Tier3,210,0,SME_Loan,970185.01,,,0.2374,48,0.0,5.0,609.6,1,4,0,0,29263.19,130650.04,97371.92,16,3,2,0,0,22,0
C02947,2025-06-30,Uasin Gishu,Agribusiness,Micro_Enterprise,F,47,Tier2,133,1,SME_Loan,450771.44,,,0.1845,24,699842.94,0.6441,599.7,2,0,14,3,20897.95,61357.07,63646.27,17,3,1,0,0,19,0
C02948,2025-06-30,Nairobi,SME_Trade,Self_Employed,M,43,Tier2,97,0,Personal_Loan,356227.92,,,0.1757,24,,,589.5,3,1,6,2,4595.3,46486.5,36442.17,16,3,1,0,0,27,0
C02954,2025-06-30,Uasin Gishu,SME_Trade,Micro_Enterprise,F,40,Tier2,202,0,Personal_Loan,280002.82,,,0.1797,18,0.0,5.0,574.6,1,0,0,1,16091.56,158090.55,153799.28,9,4,0,1,1,215,1
C02957,2025-06-30,Mombasa,SME_Trade,Micro_Enterprise,F,25,Tier2,249,0,SME_Loan,461699.05,,,0.1496,24,621018.99,0.7435,672.6,3,0,1,2,1789.43,17287.37,15941.45,19,5,3,0,0,21,0
C02960,2025-06-30,Nyeri,SME_Services,Micro_Enterprise,F,42,Tier2,239,0,Personal_Loan,483565.93,,,0.1971,12,284240.74,1.7013,677.1,3,1,0,0,16552.86,228097.53,168269.95,27,4,1,0,0,23,0
C02962,2025-06-30,Nyeri,Salaried,Permanent,F,39,Tier2,97,1,SME_Loan,330204.04,,,0.2207,24,,,589.3,1,1,5,0,23588.61,132142.67,129535.63,32,2,1,0,0,6,0
C02969,2025-06-30,Kisumu,SME_Services,Self_Employed,M,53,Tier1,262,0,Personal_Loan,372072.92,,,0.2452,24,223986.72,1.6611,640.8,1,0,18,1,30268.24,152573.0,137083.19,17,2,1,0,0,33,0
C02970,2025-06-30,Machakos,Other,Self_Employed,F,49,Tier1,215,1,Personal_Loan,498899.03,,,0.2007,36,910773.89,0.5478,608.5,1,1,7,4,7549.2,80850.7,88593.48,20,1,1,0,0,27,0
C02972,2025-06-30,Machakos,SME_Services,Micro_Enterprise,M,23,Tier2,110,0,Personal_Loan,310650.14,,,0.2251,18,415160.48,0.7483,611.2,2,0,2,3,23091.25,77635.4,68940.7,19,3,2,0,0,28,0
C02973,2025-06-30,Mombasa,SME_Services,Micro_Enterprise,F,47,Tier3,213,0,Credit_Card,5972.25,88433.28,0.1069,0.3145,0,,,665.6,1,2,0,1,4794.84,79021.54,53017.75,23,4,3,0,0,20,0
C02975,2025-06-30,Nairobi,Salaried,Permanent,F,21,Tier1,184,1,Personal_Loan,456177.37,,,0.2416,12,,,667.8,2,1,0,0,9974.26,87791.25,57330.12,25,13,0,0,0,5,0
C02976,2025-06-30,Nairobi,Salaried,Permanent,F,42,Tier2,115,1,Personal_Loan,355855.82,,,0.1606,18,742678.97,0.4792,588.4,1,3,13,4,0.0,0.0,0.0,35,5,2,0,0,16,0
C02977,2025-06-30,Kiambu,SME_Trade,Self_Employed,M,43,Tier2,195,0,Personal_Loan,359125.84,,,0.2197,36,493191.76,0.7282,557.1,1,0,46,1,4158.41,25865.45,24569.85,26,4,1,0,0,26,0
C02978,2025-06-30,Nairobi,Agribusiness,Micro_Enterprise,F,61,Tier1,94,0,Personal_Loan,316657.03,,,0.2155,36,31320.1,5.0,563.9,1,1,1,2,1729.54,86959.24,65138.03,21,2,2,0,1,129,1
C02981,2025-06-30,Nairobi,Construction,Micro_Enterprise,F,53,Tier3,228,0,Personal_Loan,264363.46,,,0.2504,18,330903.51,0.7989,669.0,1,3,3,4,1313.83,12735.29,10890.81,27,5,0,0,0,24,0
C02988,2025-06-30,Nakuru,Transport,Micro_Enterprise,F,56,Tier2,201,0,Personal_Loan,351518.49,,,0.2475,36,889501.74,0.3952,643.7,2,1,11,3,515.46,20295.88,20561.84,19,4,1,0,0,34,0
C02990,2025-06-30,Mombasa,Agribusiness,Self_Employed,M,40,Tier1,200,0,Personal_Loan,382128.68,,,0.2026,12,606219.24,0.6303,575.7,2,0,11,4,1852.85,10544.54,6080.76,21,5,0,0,0,7,0
C02993,2025-06-30,Nyeri,Other,Self_Employed,M,29,Tier2,113,0,SME_Loan,745696.31,,,0.2635,36,,,593.4,2,0,0,0,4456.72,25425.28,20508.67,19,8,1,0,0,7,0
C02994,2025-06-30,Mombasa,Salaried,Contract,F,59,Tier3,202,1,Personal_Loan,117228.16,,,0.2362,12,231598.59,0.5062,634.7,1,1,19,2,40212.9,153573.12,78871.14,24,5,0,0,0,12,0
C03009,2025-06-30,Machakos,Salaried,Permanent,F,49,Tier2,284,1,Personal_Loan,242073.66,,,0.2922,12,420150.55,0.5762,506.0,1,1,19,4,7118.26,38313.93,41438.03,21,11,0,0,0,18,0
C03010,2025-06-30,Nakuru,SME_Services,Self_Employed,M,57,Tier1,74,0,Credit_Card,21186.1,273318.37,0.1579,0.2912,0,,,740.3,1,0,0,0,11764.47,87684.75,81962.64,23,4,0,0,0,31,0
C03012,2025-06-30,Nairobi,SME_Trade,Micro_Enterprise,M,43,Tier1,191,0,SME_Loan,594833.98,,,0.2454,36,358682.66,1.6584,670.1,2,1,0,1,6823.29,46597.53,40421.46,19,2,2,0,0,12,0
C03013,2025-06-30,Meru,Salaried,Permanent,M,23,Tier2,263,1,Overdraft,239508.2,323836.26,0.6047,0.1143,0,43759.61,5.0,565.3,1,2,29,4,10624.43,84086.36,90505.51,31,4,0,0,1,210,1
C03014,2025-06-30,Kakamega,Salaried,Permanent,M,54,Tier2,229,1,Personal_Loan,120662.15,,,0.2348,12,603675.77,0.1999,651.6,1,0,7,3,0.0,0.0,0.0,28,7,1,0,0,29,0
C03015,2025-06-30,Kiambu,Hospitality,Self_Employed,F,43,Tier2,156,0,Overdraft,124305.0,235906.87,0.7255,0.2434,0,105192.94,1.1817,677.3,2,1,14,6,40340.37,186097.59,206952.38,15,2,1,0,0,21,0
C03016,2025-06-30,Nyeri,Salaried,Permanent,F,41,Tier2,98,1,Credit_Card,34570.76,107380.18,0.4181,0.2968,0,,,556.1,2,1,3,3,24605.43,65782.7,36628.61,23,1,0,1,0,170,1
C03017,2025-06-30,Kakamega,SME_Services,Self_Employed,M,44,Tier1,204,0,Overdraft,74580.39,308996.35,0.3195,0.2505,0,3013.4,5.0,690.3,1,2,1,1,4154.94,125270.09,97397.61,18,7,0,1,0,26,0
C03019,2025-06-30,Kiambu,Salaried,Permanent,F,47,Tier2,201,1,Personal_Loan,276658.3,,,0.2362,12,373227.52,0.7413,618.2,1,3,0,1,0.0,0.0,0.0,36,8,0,0,0,17,0
C03022,2025-06-30,Nairobi,SME_Trade,Micro_Enterprise,F,26,Tier2,196,0,Credit_Card,172070.46,291763.37,0.5171,0.2363,0,,,663.1,2,0,5,1,20118.97,109410.64,127191.33,23,7,0,0,0,5,0
C03023,2025-06-30,Nyeri,Salaried,Permanent,F,38,Tier1,239,1,Personal_Loan,167178.19,,,0.2129,12,857765.02,0.1949,491.1,3,1,0,1,26973.73,84875.75,74751.83,23,6,0,0,0,11,0
C03024,2025-06-30,Kiambu,SME_Services,Micro_Enterprise,F,29,Tier2,198,0,Personal_Loan,69187.62,,,0.2377,24,271262.93,0.2551,611.9,1,3,21,2,17627.68,66624.12,76179.13,24,6,2,0,0,21,0
C03025,2025-06-30,Nairobi,Salaried,Permanent,F,37,Tier2,201,1,Personal_Loan,232218.87,,,0.1459,24,199399.2,1.1646,654.4,2,2,4,4,583.94,3689.61,3278.79,19,7,0,0,0,11,0
C03030,2025-06-30,Mombasa,Hospitality,Micro_Enterprise,M,61,Tier2,168,1,Personal_Loan,620960.64,,,0.2928,36,861692.69,0.7206,639.1,1,1,3,2,12117.27,59876.9,74851.37,16,2,0,0,0,25,0
C03031,2025-06-30,Kisumu,Salaried,Contract,F,53,Tier2,91,1,SME_Loan,329154.79,,,0.1642,36,351542.95,0.9363,584.8,3,1,0,0,14873.62,76487.26,46785.24,21,4,0,0,0,23,0
C03034,2025-06-30,Nakuru,Agribusiness,Micro_Enterprise,M,25,Tier1,281,0,SME_Loan,454611.55,,,0.1246,48,467611.3,0.9722,652.6,3,3,0,0,4754.04,15279.11,14061.49,24,3,0,0,0,13,0
C03035,2025-06-30,Nairobi,SME_Services,Self_Employed,M,25,Tier2,185,1,Overdraft,122023.49,326595.35,0.3499,0.186,0,,,565.2,1,1,6,3,1686.54,8937.14,7431.82,21,5,3,0,0,32,0
C03039,2025-06-30,Mombasa,Agribusiness,Micro_Enterprise,F,33,Tier3,258,0,SME_Loan,304981.67,,,0.2859,36,791960.87,0.3851,643.2,2,0,3,0,0.0,83585.74,78538.46,31,4,1,0,0,10,0
C03040,2025-06-30,Nairobi,Salaried,Permanent,M,29,Tier3,218,1,Personal_Loan,254792.97,,,0.1886,24,,,714.0,1,2,0,0,8194.76,41637.55,50044.72,27,6,0,0,0,8,0
C03042,2025-06-30,Nyeri,SME_Services,Self_Employed,F,34,Tier3,103,0,Personal_Loan,554287.4,,,0.2281,18,380431.43,1.457,587.1,3,1,0,0,12490.65,88558.09,104262.59,21,5,0,0,0,9,0
C03045,2025-06-30,Kiambu,SME_Services,Micro_Enterprise,F,29,Tier2,239,1,SME_Loan,414312.59,,,0.2157,36,0.0,5.0,485.5,2,1,3,3,3435.28,119807.17,95478.32,23,4,1,0,0,28,0
C03046,2025-06-30,Kisumu,Agribusiness,Self_Employed,F,60,Tier3,97,0,Personal_Loan,359896.5,,,0.2416,36,262162.06,1.3728,625.8,2,0,3,0,33350.72,156322.98,94865.3,21,4,1,0,0,17,0
C03047,2025-06-30,Kiambu,SME_Trade,Self_Employed,F,53,Tier1,217,1,Overdraft,305763.49,292494.32,0.961,0.1952,0,118083.81,2.5894,586.0,1,2,2,2,9816.62,52314.43,64037.76,22,4,1,0,0,14,0
C03049,2025-06-30,Nairobi,Salaried,Permanent,M,28,Tier3,142,1,Personal_Loan,353518.47,,,0.2447,18,,,530.1,1,0,8,2,3078.03,35581.56,34883.63,26,6,0,0,0,24,0
C03050,2025-06-30,Mombasa,Salaried,Contract,M,52,Tier2,243,1,Personal_Loan,296978.37,,,0.1782,18,380844.92,0.7798,661.5,1,1,0,1,0.0,0.0,0.0,20,8,1,0,0,5,0
C03051,2025-06-30,Kiambu,Agribusiness,Self_Employed,F,58,Tier1,193,1,SME_Loan,499788.67,,,0.2972,12,235422.86,2.1229,634.1,2,1,1,5,11017.31,44883.93,60989.04,19,1,3,0,0,24,0
C03053,2025-06-30,Nairobi,Agribusiness,Micro_Enterprise,F,54,Tier1,290,0,SME_Loan,465684.14,,,0.2246,24,560521.29,0.8308,643.2,4,1,10,2,7792.16,45579.57,42585.64,14,5,0,1,1,217,1
C03054,2025-06-30,Kisumu,Agribusiness,Self_Employed,M,37,Tier2,159,1,Personal_Loan,253021.77,,,0.123,36,660381.71,0.3831,637.0,1,1,0,0,2614.1,22912.58,8960.06,18,1,2,0,0,28,0
C03068,2025-06-30,Meru,Salaried,Permanent,M,52,Tier1,238,1,Overdraft,272149.6,282399.69,0.8557,0.3018,0,96068.74,2.8329,607.7,1,1,0,0,2139.34,71623.47,93097.54,24,4,0,0,0,17,0
C03069,2025-06-30,Mombasa,Salaried,Permanent,M,27,Tier2,152,1,Overdraft,28657.29,310321.91,0.1886,0.2052,0,49497.56,0.579,668.3,3,0,39,2,31014.4,192434.83,209168.21,22,4,2,0,0,24,0
C03071,2025-06-30,Nairobi,Transport,Micro_Enterprise,M,40,Tier2,198,0,Personal_Loan,330761.92,,,0.1854,12,296759.44,1.1146,565.5,3,1,24,2,8073.19,99718.52,73784.23,27,6,1,0,0,5,0
C03072,2025-06-30,Nakuru,Salaried,Permanent,F,42,Tier2,183,1,Credit_Card,110612.32,323585.44,0.3084,0.4417,0,,,559.9,1,0,0,3,0.0,0.0,0.0,31,4,0,0,0,32,0
C03076,2025-06-30,Nairobi,Salaried,Permanent,F,54,Tier2,162,1,Overdraft,35537.79,50000.0,1.4971,0.2745,0,185675.97,0.1914,743.6,1,1,0,0,3522.45,19672.78,22130.07,32,7,2,0,0,16,0
C03078,2025-06-30,Nakuru,Salaried,Permanent,F,57,Tier2,298,1,Personal_Loan,404764.08,,,0.1857,12,446942.77,0.9056,664.5,1,0,9,2,12882.81,68689.09,22131.37,20,7,1,0,0,6,0
C03082,2025-06-30,Uasin Gishu,Salaried,Permanent,F,57,Tier2,263,1,Overdraft,42441.48,196969.1,0.2992,0.1933,0,130410.77,0.3254,567.7,1,0,13,2,24011.95,169915.86,134724.26,30,12,0,0,0,17,0
C03090,2025-06-30,Kiambu,Salaried,Permanent,F,42,Tier2,163,1,SME_Loan,664137.62,,,0.1517,36,23840.27,5.0,682.2,2,1,2,2,0.0,0.0,0.0,26,6,1,0,0,11,0
C03093,2025-06-30,Kiambu,SME_Services,Self_Employed,F,53,Tier2,208,1,SME_Loan,645663.66,,,0.2945,12,107615.56,5.0,571.9,1,1,3,4,0.0,29913.12,28997.85,13,2,0,0,0,34,0
C03095,2025-06-30,Meru,SME_Trade,Self_Employed,F,61,Tier2,230,0,Personal_Loan,58894.53,,,0.2047,36,799589.59,0.0737,627.3,5,0,1,0,0.0,0.0,0.0,14,3,0,0,0,24,0
C03096,2025-06-30,Nakuru,SME_Trade,Micro_Enterprise,F,54,Tier2,202,1,Overdraft,84687.81,413401.53,0.3024,0.1613,0,76899.6,1.1013,637.6,2,0,3,5,2939.55,14246.5,11274.22,15,4,1,0,0,19,0
C03102,2025-06-30,Kakamega,Salaried,Permanent,M,26,Tier2,11,1,Personal_Loan,230686.38,,,0.2052,18,337687.84,0.6831,659.0,2,0,7,2,1745.75,7754.41,7831.65,30,6,0,0,0,27,0
C03107,2025-06-30,Kiambu,Salaried,Permanent,M,59,Tier2,261,1,SME_Loan,681674.08,,,0.2165,24,572029.63,1.1917,590.9,3,0,11,4,3249.7,80088.56,51480.8,30,11,0,0,0,14,0
C03108,2025-06-30,Nairobi,SME_Services,Self_Employed,M,37,Tier3,271,1,SME_Loan,209907.19,,,0.1814,36,927699.33,0.2263,547.9,2,0,5,5,2646.39,11179.15,6946.43,20,2,1,0,0,28,0
C03109,2025-06-30,Kakamega,SME_Services,Micro_Enterprise,F,61,Tier1,161,0,SME_Loan,571936.25,,,0.1582,36,457999.13,1.2488,634.2,1,0,12,4,0.0,0.0,0.0,18,6,0,0,0,9,0
C03111,2025-06-30,Nairobi,Hospitality,Micro_Enterprise,M,45,Tier2,266,0,Personal_Loan,165062.08,,,0.1696,36,491371.03,0.3359,536.7,3,1,24,2,57908.19,166985.62,163040.59,20,4,0,0,0,33,0
C03113,2025-06-30,Nakuru,Transport,Micro_Enterprise,F,23,Tier3,290,0,Personal_Loan,562593.99,,,0.1617,36,431863.6,1.3027,719.7,1,1,17,1,13855.71,157667.37,151259.87,19,3,0,0,0,13,0
C03131,2025-06-30,Nakuru,SME_Services,Self_Employed,F,37,Tier2,260,1,SME_Loan,531230.62,,,0.119,36,502280.86,1.0576,564.6,3,0,33,3,6979.38,29921.9,32133.81,17,4,2,0,0,14,0
C03133,2025-06-30,Nairobi,SME_Services,Micro_Enterprise,M,55,Tier2,240,0,SME_Loan,1273622.1,,,0.1108,48,51735.62,5.0,601.3,2,0,0,0,14258.62,81975.76,66727.26,11,5,2,0,0,15,0
C03134,2025-06-30,Mombasa,Hospitality,Micro_Enterprise,F,24,Tier2,187,1,Personal_Loan,512221.6,,,0.1605,24,799783.74,0.6405,638.2,1,1,5,2,0.0,55053.39,31146.48,14,3,1,0,0,24,0
C03135,2025-06-30,Nairobi,Salaried,Permanent,M,52,Tier2,216,1,SME_Loan,734764.85,,,0.1539,24,555847.83,1.3219,686.8,2,0,8,4,350.21,62369.37,68509.07,31,12,1,0,0,19,0
C03136,2025-06-30,Mombasa,SME_Trade,Self_Employed,M,21,Tier2,142,0,Personal_Loan,379004.53,,,0.2083,36,217674.7,1.7412,582.7,1,2,0,2,19622.27,53901.05,54082.87,15,5,0,1,0,21,0
C03137,2025-06-30,Nyeri,Other,Self_Employed,F,47,Tier2,241,0,SME_Loan,570183.43,,,0.2066,36,49210.12,5.0,489.2,2,0,0,2,5348.56,30391.5,23337.52,19,3,0,0,0,21,0
C03140,2025-06-30,Nakuru,Salaried,Permanent,M,43,Tier2,286,1,Overdraft,185479.67,528418.03,0.3434,0.2823,0,125299.32,1.4803,719.9,1,0,0,0,7254.52,60495.29,38921.6,20,3,1,1,0,24,0
C03143,2025-06-30,Kisumu,SME_Services,Micro_Enterprise,F,41,Tier2,193,1,SME_Loan,538065.31,,,0.1541,48,698487.12,0.7703,764.6,3,0,10,1,2026.83,7345.62,7278.99,16,5,1,0,0,5,0
C03144,2025-06-30,Kiambu,Transport,Self_Employed,F,46,Tier1,78,0,Personal_Loan,238303.41,,,0.197,36,,,652.3,1,2,0,2,6318.52,18617.65,11181.08,21,4,0,0,0,32,0
C03145,2025-06-30,Nairobi,Salaried,Permanent,M,55,Tier3,151,1,Overdraft,7365.84,351258.06,0.1345,0.1619,0,,,616.2,1,0,6,4,9341.64,140675.06,177807.4,37,9,0,0,0,18,0
C03146,2025-06-30,Nakuru,Salaried,Contract,M,45,Tier2,267,1,Credit_Card,74624.29,186685.6,0.3274,0.2638,0,,,681.2,1,0,0,0,1537.34,83075.76,102881.05,19,9,0,0,0,28,0
C03149,2025-06-30,Nyeri,SME_Trade,Micro_Enterprise,M,65,Tier3,240,1,SME_Loan,775122.38,,,0.2056,36,871848.49,0.8891,546.5,1,1,0,0,2745.85,12492.22,8885.89,21,1,0,0,0,10,0
C03150,2025-06-30,Machakos,Hospitality,Self_Employed,M,25,Tier2,180,0,Personal_Loan,524381.68,,,0.2166,18,1040336.49,0.5041,675.9,1,1,0,0,1422.36,4103.27,3939.95,25,4,1,0,0,22,0
C03152,2025-06-30,Nairobi,SME_Trade,Self_Employed,F,31,Tier2,186,0,Overdraft,263567.32,242606.33,1.0393,0.2402,0,303539.24,0.8683,585.2,1,1,8,3,4001.98,15426.41,15233.01,18,2,1,1,0,207,1
C03158,2025-06-30,Kiambu,Transport,Self_Employed,F,65,Tier1,226,0,SME_Loan,449418.75,,,0.2142,36,535736.57,0.8389,617.6,2,3,0,1,2883.62,15258.21,13856.46,19,1,0,0,0,20,0
C03159,2025-06-30,Kakamega,SME_Trade,Self_Employed,M,51,Tier1,245,0,SME_Loan,725104.85,,,0.1888,36,,,652.2,2,0,1,4,3733.63,46666.01,43719.36,15,5,0,0,0,22,0
C03161,2025-06-30,Kiambu,Construction,Micro_Enterprise,F,26,Tier1,126,0,SME_Loan,348855.9,,,0.1689,48,0.0,5.0,571.3,1,0,5,0,5965.47,33164.53,43943.21,14,5,1,0,0,121,1
C03166,2025-06-30,Meru,Transport,Self_Employed,M,39,Tier1,173,1,Personal_Loan,214632.78,,,0.2065,12,0.0,5.0,586.8,2,0,0,0,5894.19,26124.75,22691.5,15,5,2,0,0,8,0
C03168,2025-06-30,Meru,SME_Services,Micro_Enterprise,M,33,Tier2,241,0,SME_Loan,1606219.69,,,0.1573,12,148325.63,5.0,697.7,1,0,7,5,0.0,0.0,0.0,16,5,0,0,0,19,0
C03172,2025-06-30,Meru,Agribusiness,Self_Employed,F,63,Tier1,238,0,Overdraft,60841.93,185637.35,0.1494,0.2355,0,148724.63,0.4091,611.2,1,0,12,5,0.0,20015.46,17024.24,29,7,2,0,0,25,0
C03174,2025-06-30,Nyeri,Agribusiness,Self_Employed,M,36,Tier1,217,1,Overdraft,190341.63,299410.23,0.596,0.3162,0,221068.4,0.861,723.4,1,3,0,0,13844.44,63216.29,56919.3,18,3,0,0,0,9,0
C03175,2025-06-30,Mombasa,Salaried,Permanent,M,65,Tier1,197,1,Overdraft,64327.71,358836.66,0.1961,0.129,0,125288.96,0.5134,649.9,2,0,0,1,9067.57,75200.65,82478.09,33,2,0,0,0,29,0
C03179,2025-06-30,Nyeri,Agribusiness,Self_Employed,M,30,Tier2,114,0,SME_Loan,556466.92,,,0.2214,48,858450.7,0.6482,613.5,1,1,20,0,9981.91,64957.55,26016.82,17,6,1,1,0,171,1
C03180,2025-06-30,Uasin Gishu,Transport,Micro_Enterprise,F,28,Tier2,145,1,SME_Loan,411441.25,,,0.2323,36,375944.77,1.0944,453.1,1,3,10,2,7041.13,42797.18,45402.44,23,3,1,0,0,28,0
C03181,2025-06-30,Nairobi,Transport,Micro_Enterprise,M,31,Tier3,6,1,Personal_Loan,323995.6,,,0.1177,36,178543.26,1.8147,563.2,1,2,6,1,0.0,13098.12,9158.59,17,3,2,0,0,32,0
C03182,2025-06-30,Nairobi,SME_Services,Micro_Enterprise,M,29,Tier2,206,1,Personal_Loan,349740.4,,,0.1759,12,264139.55,1.3241,685.9,1,0,5,5,19601.75,83952.29,81321.33,26,3,0,0,0,26,0
C03183,2025-06-30,Kakamega,Salaried,Contract,M,54,Tier2,206,1,SME_Loan,523889.02,,,0.2049,24,,,649.8,1,1,4,1,50226.67,235240.76,260973.51,33,5,0,0,0,27,0
C03187,2025-06-30,Kisumu,Construction,Self_Employed,F,55,Tier1,72,0,Personal_Loan,255048.6,,,0.202,12,,,606.5,1,0,22,4,439.24,2232.76,1721.06,18,6,2,0,0,26,0
C03190,2025-06-30,Nairobi,Agribusiness,Micro_Enterprise,F,58,Tier3,51,0,Personal_Loan,540244.34,,,0.2334,36,618130.74,0.874,687.4,1,0,0,1,8552.53,41556.29,27675.87,25,4,2,0,0,28,0
C03193,2025-06-30,Mombasa,Salaried,Permanent,M,51,Tier2,256,1,Overdraft,217601.83,197839.09,0.9539,0.2312,0,210627.88,1.0331,612.9,1,0,2,0,3322.11,30725.73,29109.05,19,7,0,0,0,14,0
C03196,2025-06-30,Nairobi,SME_Services,Self_Employed,M,28,Tier3,134,0,Personal_Loan,384176.51,,,0.2445,18,162816.42,2.3596,687.7,3,0,13,2,24894.9,237450.81,197371.49,24,4,2,0,0,32,0
C03197,2025-06-30,Kisumu,Salaried,Permanent,M,31,Tier2,102,1,Overdraft,131572.17,321805.96,0.2591,0.2435,0,252014.3,0.5221,554.1,1,0,0,0,7397.08,38705.3,44128.64,29,7,4,0,0,30,0
C03198,2025-06-30,Kiambu,SME_Trade,Self_Employed,M,57,Tier1,172,1,Personal_Loan,608546.44,,,0.168,36,405820.53,1.4995,590.1,1,1,25,2,5427.96,19410.13,26206.22,15,1,2,1,1,201,1
C03199,2025-06-30,Nairobi,SME_Trade,Micro_Enterprise,M,65,Tier2,240,0,SME_Loan,835707.55,,,0.1482,48,205286.19,4.0709,606.6,3,1,0,1,26308.22,64687.53,58758.44,26,5,1,1,0,155,1
C03202,2025-06-30,Nairobi,SME_Trade,Micro_Enterprise,M,62,Tier2,198,0,Personal_Loan,369988.61,,,0.1993,18,317545.25,1.1652,648.7,1,3,4,5,5264.97,50048.63,54324.88,18,3,0,0,0,15,0
C03206,2025-06-30,Nairobi,SME_Services,Micro_Enterprise,F,51,Tier2,233,0,Overdraft,164701.78,409001.22,0.3834,0.204,0,38050.34,4.3285,578.1,1,0,22,2,5186.14,96761.7,77978.22,20,2,2,0,0,6,0
C03208,2025-06-30,Kakamega,Salaried,Permanent,F,57,Tier1,229,1,SME_Loan,617469.47,,,0.1391,24,601884.42,1.0259,524.8,1,1,21,3,11182.68,152554.31,131650.38,41,5,2,0,0,31,0
C03210,2025-06-30,Nakuru,Salaried,Permanent,M,31,Tier2,262,1,Personal_Loan,195104.07,,,0.2224,18,446188.08,0.4373,623.8,1,1,0,3,10515.58,42689.7,29818.42,31,6,0,0,0,7,0
C03213,2025-06-30,Kiambu,Agribusiness,Micro_Enterprise,M,36,Tier2,279,0,Overdraft,147434.42,212466.52,0.6675,0.2548,0,20326.7,5.0,658.1,1,0,5,3,839.24,17061.76,14628.75,19,6,1,0,0,22,0
C03214,2025-06-30,Meru,Salaried,Permanent,F,64,Tier1,8,1,SME_Loan,604004.7,,,0.2344,36,221556.68,2.7262,568.8,4,0,4,4,13855.93,61324.64,74448.87,22,4,1,1,0,189,1
C03217,2025-06-30,Mombasa,Agribusiness,Micro_Enterprise,F,21,Tier2,268,1,Overdraft,130705.93,146420.56,1.2086,0.1704,0,0.0,5.0,568.9,1,0,0,2,20343.25,148697.03,155187.08,20,5,0,1,1,141,1
C03220,2025-06-30,Mombasa,Salaried,Permanent,M,40,Tier1,101,1,Personal_Loan,139422.92,,,0.2367,18,151383.19,0.921,625.2,4,0,0,1,206.2,20892.73,22549.96,21,2,1,1,0,13,0
C03222,2025-06-30,Machakos,Salaried,Permanent,F,32,Tier1,191,1,Personal_Loan,356817.88,,,0.1713,36,236398.25,1.5094,653.9,1,1,1,1,26254.45,104467.1,59750.69,23,5,0,0,0,13,0
C03223,2025-06-30,Kisumu,Hospitality,Micro_Enterprise,F,55,Tier1,231,0,Personal_Loan,483740.39,,,0.1959,12,,,664.1,2,0,0,0,7516.31,65684.0,65958.83,14,5,0,0,0,13,0
C03226,2025-06-30,Nairobi,Salaried,Permanent,F,55,Tier1,137,1,Overdraft,9865.73,283464.99,0.0924,0.2618,0,0.0,5.0,574.5,1,0,0,0,12605.96,52608.8,45533.21,23,9,0,0,0,9,0
C03228,2025-06-30,Kisumu,SME_Trade,Micro_Enterprise,F,38,Tier3,197,0,Personal_Loan,246118.36,,,0.1857,12,334694.18,0.7354,546.7,1,3,13,2,15742.04,91226.02,52293.54,28,3,0,0,0,13,0
C03231,2025-06-30,Nairobi,SME_Trade,Self_Employed,M,58,Tier2,265,1,Personal_Loan,210297.49,,,0.2307,36,491874.95,0.4275,630.4,2,2,0,0,22244.38,91585.39,100287.66,17,4,2,0,0,12,0
C03232,2025-06-30,Nairobi,Salaried,Permanent,F,30,Tier2,155,1,Personal_Loan,105020.68,,,0.2226,24,611801.16,0.1717,614.6,1,1,16,3,13527.52,78557.43,66953.17,26,1,1,0,0,19,0
C03233,2025-06-30,Meru,SME_Trade,Self_Employed,F,51,Tier1,293,1,Credit_Card,129911.18,233521.83,0.5229,0.2194,0,,,577.4,2,1,0,2,0.0,0.0,0.0,21,4,1,0,0,28,0
C03240,2025-06-30,Kiambu,SME_Services,Micro_Enterprise,F,22,Tier1,240,0,Personal_Loan,401202.6,,,0.1593,36,377649.68,1.0624,537.6,1,0,2,0,17888.86,94396.81,100493.15,18,4,1,0,0,13,0
